id,age,income,score,category,region,active,signup_date
24439,30,48699,0.4225,B,south,false,2023-07-03
24440,43,50755,0.4705,B,south,false,2023-03-17
24441,47,53316,0.5610,A,east,false,2023-10-27
24442,50,73581,0.4808,D,east,false,2023-08-13
24443,55,53110,0.5184,C,north,false,2023-11-03
24444,39,66039,0.4700,C,east,false,2023-12-08
24445,18,51183,0.5207,C,west,true,2023-03-12
24446,41,90247,0.7746,C,south,true,2023-04-08
24447,47,88656,0.6097,D,east,false,2023-03-20
24448,43,57629,0.4137,B,east,true,2023-05-19
24449,39,73052,0.3977,C,west,false,2023-02-26
24450,44,74106,0.5092,D,north,false,2023-04-07
24451,18,87414,0.3452,D,east,false,2023-07-13
24452,21,49633,0.6048,C,north,true,2023-09-13
24453,39,39746,0.7084,C,east,false,2023-08-01
24454,63,63083,0.5769,E,east,true,2023-11-06
24455,61,52173,0.4046,D,south,false,2023-11-08
24456,58,40571,0.4911,A,west,true,2023-12-18
24457,35,43665,0.2783,D,east,false,2023-02-14
24458,41,56305,0.3967,E,north,false,2023-06-24
24459,20,54223,0.4789,D,north,true,2023-03-01
24460,47,84548,0.6518,E,east,true,2023-06-07
24461,43,34432,0.6675,A,south,true,2023-04-18
24462,18,32216,0.6407,A,north,true,2023-12-23
24463,34,75715,0.5116,D,south,true,2023-02-02
24464,44,47661,0.7183,B,south,false,2023-05-16
24465,47,89886,0.4239,A,south,false,2023-08-09
24466,38,50681,0.6041,A,south,true,2023-07-07
24467,35,80361,0.3145,C,east,true,2023-08-14
24468,40,43435,0.5148,E,south,true,2023-05-13
24469,38,76807,0.7266,B,north,true,2023-05-01
24470,51,66072,0.4332,D,west,true,2023-05-14
24471,40,71983,0.3069,E,north,false,2023-08-05
24472,57,39383,0.2400,D,east,true,2023-08-02
24473,25,16685,0.5095,E,east,false,2023-05-13
24474,36,50787,0.3254,D,west,false,2023-11-14
24475,72,91298,0.2615,C,east,true,2023-07-21
24476,54,55365,0.4037,B,west,false,2023-07-26
24477,28,83387,0.5027,C,north,true,2023-12-06
24478,28,56202,0.4256,B,west,false,2023-12-26
24479,65,57705,0.3923,A,west,false,2023-07-07
24480,51,45803,0.5774,E,east,true,2023-02-09
24481,20,61959,0.4748,E,west,false,2023-01-02
24482,54,88982,0.1910,E,north,true,2023-09-03
24483,36,58259,0.2563,B,south,false,2023-03-18
24484,58,60119,0.4948,E,north,false,2023-10-24
24485,56,50918,0.2840,A,south,false,2023-01-05
24486,40,21778,0.5553,B,west,false,2023-11-04
24487,18,60804,0.7521,C,north,true,2023-01-06
24488,57,77497,0.5689,A,east,true,2023-12-13
24489,28,99256,0.5315,A,west,true,2023-02-03
24490,30,94586,0.5899,A,west,true,2023-08-02
24491,42,81984,0.2075,A,west,false,2023-01-18
24492,42,50766,0.5011,D,south,true,2023-08-22
24493,40,83086,0.7171,A,north,false,2023-04-16
24494,43,65699,0.1823,E,west,true,2023-10-24
24495,41,59133,0.6213,E,north,false,2023-09-26
24496,25,65533,0.6189,A,north,false,2023-05-18
24497,52,64281,0.3001,C,east,true,2023-10-01
24498,22,59982,0.5973,D,east,true,2023-04-04
24499,43,37715,0.2280,A,west,false,2023-06-10
24500,38,47067,0.7682,D,north,true,2023-03-28
24501,28,69961,0.5351,C,west,true,2023-03-08
24502,43,39689,0.5359,E,south,true,2023-06-18
24503,50,38701,0.4884,C,south,true,2023-10-24
24504,44,62428,0.4552,A,north,false,2023-05-06
24505,53,59149,0.6173,B,east,false,2023-12-13
24506,46,75583,0.5117,A,north,false,2023-10-25
24507,43,63746,0.4665,E,west,false,2023-01-15
24508,21,58369,0.5622,D,south,true,2023-04-16
24509,42,47847,0.4855,B,east,true,2023-11-08
24510,49,75419,0.3244,B,south,true,2023-06-01
24511,44,70271,0.3341,D,north,false,2023-03-22
24512,53,63759,0.0444,E,south,true,2023-10-01
24513,31,,0.5541,D,west,true,2023-03-06
24514,36,41529,0.4145,A,west,false,2023-07-13
24515,35,55940,0.6840,A,south,false,2023-12-06
24516,39,53217,0.2534,C,east,false,2023-07-19
24517,51,38357,0.5548,A,south,false,2023-06-03
24518,56,53146,0.6218,C,west,true,2023-08-24
24519,47,37418,0.5588,A,west,true,2023-05-05
24520,54,55072,0.5662,D,east,true,2023-08-06
24521,53,24879,0.5587,B,north,true,2023-07-24
24522,62,82364,0.6711,B,west,false,2023-01-24
24523,47,48636,0.4428,D,west,false,2023-09-20
24524,32,46795,0.4772,E,east,true,2023-03-15
24525,34,57079,0.5997,E,north,false,2023-10-11
24526,59,73638,0.5032,C,west,true,2023-03-20
24527,36,88953,0.5051,E,north,false,2023-10-09
24528,56,76642,0.5696,D,west,true,2023-09-15
24529,35,63168,0.6822,A,west,true,2023-08-18
24530,31,56899,0.3404,B,north,true,2023-10-03
24531,24,62576,0.5869,B,north,true,2023-09-03
24532,29,64624,0.5716,B,west,false,2023-08-19
24533,47,63068,0.5728,E,south,true,2023-09-18
24534,26,43575,0.6014,A,west,false,2023-06-25
24535,58,66278,0.4271,C,east,false,2023-12-18
24536,50,77917,0.3144,C,south,false,2023-03-05
24537,54,61939,0.4762,E,west,true,2023-11-18
24538,46,35487,0.3177,C,south,false,2023-12-23
24539,38,62377,0.4890,D,north,true,2023-08-13
24540,22,46375,0.5662,E,north,true,2023-08-21
24541,50,55450,0.3871,D,north,true,2023-09-12
24542,61,70896,0.4948,B,east,false,2023-01-08
24543,36,51674,0.5169,B,north,false,2023-12-27
24544,28,53494,0.3269,C,south,false,2023-09-26
24545,55,55389,0.5833,A,east,true,2023-12-15
24546,37,50851,0.6047,D,west,true,2023-02-03
24547,70,69663,0.4696,E,south,false,2023-09-03
24548,27,50072,0.1156,C,south,true,2023-11-28
24548,27,89058,0.4480,A,east,true,2023-12-15
24550,30,40493,0.5621,E,north,true,2023-07-20
24551,31,62859,0.5285,B,north,true,2023-01-09
24552,43,53635,0.5061,D,south,false,2023-01-10
24553,42,94584,0.4415,A,west,false,2023-09-15
24554,46,,0.5488,B,south,true,2023-01-12
24555,39,22687,0.6386,A,east,true,2023-10-16
24556,54,71825,0.4657,B,south,true,2023-12-15
24557,31,24178,0.5474,A,west,false,2023-10-17
24558,36,70412,0.5614,C,north,true,2023-08-07
24559,36,,0.5055,D,east,true,2023-03-15
24560,48,66589,0.4721,A,east,true,2023-02-12
24561,43,40846,0.6327,E,east,false,2023-07-18
24562,38,37513,0.4365,B,south,true,2023-08-11
24563,46,39734,0.5267,A,north,false,2023-09-21
24564,56,96232,0.8812,A,west,false,2023-06-14
24565,42,568305,0.5366,D,east,true,2023-04-09
24566,53,57297,0.3942,B,south,false,2023-01-19
24567,35,65801,0.4203,D,north,false,2023-10-27
24568,39,55208,0.4177,D,west,true,2023-09-14
24569,26,59017,0.7348,B,east,true,2023-01-18
24570,50,80081,0.4893,D,south,false,2023-12-12
24571,48,64306,0.2144,A,south,true,2023-07-18
24572,37,47596,0.4575,A,east,false,2023-07-03
24573,41,58297,0.4533,C,west,true,2023-11-27
24574,63,55619,0.6363,E,north,false,2023-01-25
24575,27,47767,0.5963,A,south,false,2023-05-06
24576,43,88917,0.2999,E,north,false,2023-07-25
24577,51,52517,0.6364,A,east,false,2023-08-07
24578,35,56723,0.5340,B,north,true,2023-06-02
24579,54,90941,0.6354,D,south,false,2023-08-25
24580,24,55828,0.0120,C,east,true,2023-02-16
24581,45,567305,0.6625,B,south,true,2023-04-13
24582,46,50815,0.2428,E,north,false,2023-09-20
24583,44,91388,0.5028,A,east,true,2023-07-15
24584,18,63233,0.5977,C,south,false,2023-12-11
24585,69,59681,0.3289,D,south,true,2023-04-12
24586,38,48831,0.3121,D,north,true,2023-11-28
24587,42,42809,0.3101,B,east,false,2023-06-17
24588,37,54475,0.6738,B,west,true,2023-06-10
24589,18,60264,0.4393,E,south,true,2023-11-05
24590,46,53248,0.4689,D,east,false,2023-03-12
24591,48,40103,0.4941,C,north,true,2023-02-01
24592,36,47438,0.3218,B,east,false,2023-11-25
24593,26,67404,0.6025,C,west,true,2023-06-06
24594,53,79999,0.4304,D,north,true,2023-09-26
24595,43,77498,0.7288,B,west,true,2023-01-13
24596,39,38665,0.2706,C,north,true,2023-04-02
24597,60,62013,0.3037,D,south,false,2023-01-20
24598,50,64913,0.5941,D,south,false,2023-09-20
24599,32,55954,0.6001,C,east,true,2023-11-03
24600,69,72964,0.6064,E,west,true,2023-03-12
24601,36,69376,0.5349,E,west,false,2023-03-04
24602,43,75441,0.6536,D,west,false,2023-07-15
24603,39,,0.1584,A,west,false,2023-01-22
24604,47,31351,0.2840,D,east,false,2023-03-03
24605,25,64472,0.6320,D,south,false,2023-06-09
24606,52,55589,0.6818,E,south,true,2023-11-28
24607,36,74796,0.5603,E,south,false,2023-04-19
24608,39,47578,0.5220,A,south,false,2023-06-20
24609,39,61423,0.4841,E,north,true,2023-05-06
24610,43,71422,0.4423,D,west,false,2023-08-02
24611,56,61958,0.3063,C,east,true,2023-01-18
24612,47,56477,0.6762,A,south,true,2023-04-05
24613,68,49554,0.1403,B,north,true,2023-11-17
24614,50,61250,0.6024,E,east,true,2023-01-24
24615,36,91603,0.3991,E,east,false,2023-08-16
24616,56,84040,0.5570,B,south,false,2023-10-20
24617,39,21275,0.5266,A,west,false,2023-04-02
24618,30,45932,0.3529,C,west,true,2023-04-11
24619,40,43375,0.3307,B,south,true,2023-04-06
24620,58,84360,0.5108,A,east,false,2023-02-28
24621,47,57225,0.6727,E,west,true,2023-05-04
24622,45,44407,0.3404,E,west,true,2023-03-15
24623,20,75611,0.7522,A,east,false,2023-11-07
24624,51,50221,0.6343,B,west,false,2023-03-08
24625,71,51331,0.5669,A,north,false,2023-02-23
24626,40,14250,0.3359,D,south,false,2023-02-19
24627,52,43063,0.4051,D,east,true,2023-06-09
24628,45,69145,0.4216,A,east,true,2023-04-22
24629,37,54939,0.4499,D,east,true,2023-06-14
24630,29,55916,0.4501,C,west,true,2023-06-09
24631,50,55438,0.6560,B,south,true,2023-11-24
24632,22,68698,0.4733,A,east,true,2023-02-06
24633,48,51238,0.6333,D,south,true,2023-07-06
24634,58,31692,0.6195,A,west,false,2023-11-11
24635,33,71995,0.4497,B,south,true,2023-08-19
24636,35,64864,0.4503,C,west,true,2023-11-28
24637,42,57641,0.5241,C,south,false,2023-03-02
24638,44,47520,0.3910,A,west,true,2023-07-14
24639,41,56025,0.4147,A,west,true,2023-07-11
24640,39,67591,0.5851,D,north,false,2023-07-13
24641,49,72000,0.5800,B,north,true,2023-02-04
24642,38,41226,0.3461,D,south,true,2023-07-22
24643,43,52740,0.7642,B,west,false,2023-12-19
24644,49,58204,0.6200,D,north,true,2023-10-15
24645,45,72594,0.5380,C,west,false,2023-04-18
24646,18,82811,0.4955,E,east,false,2023-09-22
24647,40,74296,0.6182,A,south,true,2023-01-09
24648,18,44620,0.4071,A,south,false,2023-08-16
24649,54,64140,0.3430,E,west,true,2023-07-08
24650,21,62683,0.4825,C,north,false,2023-08-01
24651,38,21051,0.6446,B,north,true,2023-09-02
24652,49,68409,0.3934,A,south,true,2023-03-22
24653,36,74975,0.4703,B,south,true,2023-11-06
24654,39,73134,0.6492,C,east,false,2023-10-11
24655,33,64593,0.4440,D,west,false,2023-08-09
24656,39,49090,0.5157,D,south,true,2023-12-20
24657,52,60670,0.2032,C,south,true,2023-05-24
24658,22,32346,0.5041,B,north,false,2023-09-11
24659,44,40788,0.6628,D,east,false,2023-04-18
24660,37,42899,0.2950,E,east,true,2023-02-02
24661,52,56453,0.4831,D,south,true,2023-07-17
24662,46,81805,0.7315,B,west,false,2023-02-05
24663,35,62095,0.7098,E,south,false,2023-07-28
24664,22,32566,0.7823,E,south,false,2023-02-28
24665,29,93204,0.3687,B,north,true,2023-04-07
24666,28,61799,0.5520,A,south,false,2023-07-13
24667,32,65337,0.2523,E,east,false,2023-03-27
24668,32,47792,0.6483,A,south,false,2023-06-16
24669,28,67011,0.4378,C,north,false,2023-04-05
24670,39,56058,0.7191,D,east,false,2023-04-28
24671,47,72670,0.6879,D,north,true,2023-01-14
24672,32,71251,0.4782,E,east,false,2023-01-16
24673,59,71561,0.5560,A,east,true,2023-06-18
24674,31,73519,0.4304,A,north,true,2023-02-09
24675,62,80461,0.4314,E,south,false,2023-09-26
24676,40,,0.5259,B,south,true,2023-01-26
24677,51,40217,0.7077,E,south,false,2023-04-28
24678,37,48437,0.5477,B,west,true,2023-05-09
24679,31,88933,0.4634,C,west,true,2023-11-17
24680,27,43400,0.6121,A,south,false,2023-08-02
24681,32,61675,0.4594,A,east,true,2023-06-12
24682,43,60817,0.2645,E,south,true,2023-04-14
24683,33,69604,0.5838,E,west,false,2023-07-28
24684,51,52600,0.4119,C,north,true,2023-09-28
24685,19,55177,0.5519,A,north,false,2023-11-28
24686,68,73810,0.1642,D,east,false,2023-01-12
24687,39,66683,0.7037,D,north,false,2023-09-19
24688,29,70342,0.7019,A,east,true,2023-06-12
24689,31,45463,0.3583,D,south,true,2023-10-15
24690,49,66177,0.6441,E,south,false,2023-09-26
24691,50,84913,0.1935,A,north,false,2023-12-19
24692,41,44206,0.8676,E,north,false,2023-10-27
24693,42,22168,0.4693,E,east,true,2023-11-27
24694,34,73879,0.3315,E,east,true,2023-07-02
24695,27,64657,0.3280,A,east,false,2023-01-15
24696,49,67061,0.6516,D,south,true,2023-12-01
24697,25,74404,0.5739,D,north,false,2023-04-11
24698,59,51505,0.2503,E,east,true,2023-05-18
24699,28,47260,0.6857,B,south,true,2023-02-08
24700,55,73179,0.5844,B,south,false,2023-08-07
24701,42,78045,0.5276,B,west,false,2023-06-28
24702,60,47867,0.2754,B,east,true,2023-07-09
24703,47,44050,0.3270,B,east,false,2023-11-10
24704,55,50269,0.6110,E,west,true,2023-07-11
24705,29,11028,0.5394,D,south,false,2023-01-11
24706,47,106108,0.3904,E,west,false,2023-09-08
24707,49,48325,0.7171,E,south,false,2023-07-02
24708,40,44581,0.8998,C,north,true,2023-04-17
24709,44,108388,0.7027,A,east,true,2023-09-18
24710,39,44900,0.6359,A,east,true,2023-09-17
24711,44,52391,0.4148,E,west,false,2023-09-15
24712,45,79171,0.3873,A,south,false,2023-03-25
24713,57,555537,0.6176,D,west,false,2023-09-17
24714,38,,0.6181,D,south,true,2023-09-20
24715,41,65555,0.6584,A,north,true,2023-07-12
24716,49,53611,0.5308,E,north,true,2023-07-28
24717,59,62951,0.6243,C,north,true,2023-04-24
24718,68,48408,0.3553,C,east,false,2023-05-19
24719,20,57748,0.7174,D,west,false,2023-11-16
24720,45,26246,0.5538,C,west,false,2023-02-14
24721,51,70367,0.5098,B,south,false,2023-08-06
24722,48,52254,0.5627,C,east,true,2023-05-11
24723,63,51584,0.3880,E,east,false,2023-02-08
24724,40,61284,0.4899,C,west,false,2023-10-17
24725,39,49982,0.5257,B,north,false,2023-09-10
24726,38,91184,0.5584,E,west,false,2023-10-02
24727,39,69435,0.3822,A,north,true,2023-07-25
24728,30,39814,0.4385,C,west,false,2023-03-12
24729,41,90905,0.5299,A,south,true,2023-10-27
24730,37,44161,0.6602,A,south,false,2023-07-26
24731,28,55465,0.5525,A,west,true,2023-12-07
24732,61,,0.8891,A,north,false,2023-12-22
24733,39,66275,0.4198,E,north,false,2023-05-20
24734,43,40105,0.7997,A,west,false,2023-12-10
24735,31,57958,0.6113,E,north,false,2023-03-17
24736,41,37715,0.4674,A,west,false,2023-07-27
24737,50,85423,0.6608,A,south,false,2023-02-28
24738,53,65875,0.4142,C,north,false,2023-04-13
24739,54,64138,0.5773,B,east,false,2023-11-12
24740,36,88434,0.5302,B,north,false,2023-04-17
24741,47,66620,0.4056,D,east,false,2023-11-11
24741,28,57354,0.5832,B,east,true,2023-11-02
24743,62,76367,0.5713,D,north,false,2023-07-22
24744,37,80559,0.0413,B,south,false,2023-06-28
24745,44,50490,0.5675,A,west,false,2023-07-22
24746,26,88647,0.0481,B,east,false,2023-01-10
24747,28,44632,0.6723,D,east,false,2023-08-02
24748,27,47096,0.4436,A,north,true,2023-11-13
24749,32,77327,0.5844,D,north,true,2023-05-01
24750,39,88126,0.5881,B,north,false,2023-05-12
24751,18,58155,0.3833,D,east,false,2023-09-12
24752,30,57462,0.3018,D,north,false,2023-06-22
24753,48,45266,0.2481,C,south,false,2023-08-03
24754,48,68459,0.4903,A,east,true,2023-06-13
24755,41,42677,0.6308,A,west,true,2023-01-04
24756,58,24262,0.4043,C,west,true,2023-10-06
24757,40,46125,0.6471,C,west,false,2023-12-20
24758,49,98745,0.4176,C,west,false,2023-02-08
24759,41,28255,0.3240,C,north,false,2023-04-17
24760,33,76604,0.3803,D,east,false,2023-03-07
24761,22,65282,0.4863,C,north,false,2023-10-16
24762,66,58582,0.4968,C,south,false,2023-12-20
24763,29,40414,0.5908,A,north,true,2023-09-27
24764,24,45321,0.5024,A,east,false,2023-03-24
24765,64,57210,0.3489,E,east,false,2023-06-05
24766,47,45945,0.5410,E,north,false,2023-07-28
24767,34,12599,0.5177,D,north,true,2023-11-25
24768,61,23786,0.4655,A,west,true,2023-09-03
24769,42,,0.4227,A,south,true,2023-07-27
24770,50,67136,0.3680,B,north,true,2023-03-14
24771,48,71616,0.5230,D,east,false,2023-11-14
24772,36,55909,0.4281,C,east,false,2023-11-24
24773,30,100005,0.4974,E,west,true,2023-04-14
24774,34,64353,0.4583,E,south,true,2023-06-06
24775,18,65984,0.5416,C,south,false,2023-08-07
24776,32,71138,0.6882,A,north,true,2023-11-15
24777,50,40042,0.3015,C,east,true,2023-04-16
24778,42,67218,0.2752,B,west,true,2023-04-10
24779,59,13670,0.2557,E,south,false,2023-12-15
24780,30,56061,0.5325,D,east,true,2023-05-24
24781,20,82337,0.5158,A,north,false,2023-03-22
24782,46,68847,0.5830,E,east,false,2023-10-21
24783,53,26662,0.4552,E,west,false,2023-01-07
24784,60,,0.4549,A,north,false,2023-08-28
24785,70,108399,0.2641,B,east,true,2023-02-14
24786,26,,0.6031,E,west,true,2023-05-17
24787,26,41045,0.7209,E,west,false,2023-05-19
24788,43,70376,0.7112,B,west,false,2023-09-03
24789,31,53977,0.3927,B,south,true,2023-09-06
24790,38,45634,0.4693,A,east,false,2023-06-13
24791,56,,0.5865,A,south,false,2023-11-25
24792,64,58216,0.2980,B,west,true,2023-02-26
24793,29,65347,0.5356,D,east,false,2023-04-18
24794,39,61209,0.5811,A,south,true,2023-12-20
24795,42,,0.3310,E,west,false,2023-11-22
24796,36,66443,0.5311,A,north,true,2023-05-16
24797,41,70395,0.4758,B,south,true,2023-01-19
24798,45,47071,0.4653,E,west,false,2023-03-18
24799,50,59210,0.6961,C,south,true,2023-07-16
24800,47,71360,0.4642,C,south,true,2023-02-20
24801,38,72594,0.1886,E,west,true,2023-06-07
24802,34,71204,0.2090,B,east,false,2023-01-07
24803,54,72898,0.3499,B,south,false,2023-09-08
24804,67,89468,0.4472,A,south,false,2023-12-20
24805,22,75017,0.4872,D,west,false,2023-07-17
24806,47,,0.6988,D,north,false,2023-02-19
24807,37,60243,0.4261,C,south,true,2023-12-26
24808,34,46608,0.6203,C,west,true,2023-08-14
24809,22,67123,0.4607,A,north,false,2023-09-09
24810,54,35476,0.5657,D,west,true,2023-04-21
24811,49,56628,0.6384,C,south,false,2023-09-18
24812,48,65845,0.7110,C,west,false,2023-08-19
24813,21,74449,0.7442,E,south,true,2023-02-17
24814,37,52724,0.5597,C,south,false,2023-02-20
24815,44,87424,0.1973,B,south,true,2023-11-10
24816,53,73047,0.5635,A,west,true,2023-08-06
24817,50,89755,0.4772,E,east,false,2023-11-22
24818,34,53934,0.4578,D,west,true,2023-02-21
24819,64,64014,0.6145,B,west,false,2023-02-23
24820,36,72843,0.1832,E,east,true,2023-05-22
24821,46,63851,0.3117,E,west,true,2023-03-27
24821,35,66544,0.4526,D,south,true,2023-04-06
24823,18,105282,0.2517,B,north,false,2023-09-22
24824,18,55565,0.5272,D,west,true,2023-07-26
24825,50,62412,0.3404,D,north,true,2023-08-10
24826,35,63536,0.4221,C,south,true,2023-09-15
24827,35,61784,0.3600,E,west,false,2023-01-05
24828,52,43633,0.4702,B,east,true,2023-02-21
24829,43,65943,0.3878,D,west,true,2023-09-06
24830,35,57294,0.4953,C,north,true,2023-04-08
24831,42,69074,0.5087,A,east,false,2023-11-11
24832,33,68249,0.2789,C,west,true,2023-08-26
24833,37,31962,0.4465,A,south,true,2023-04-18
24834,38,34784,0.4067,E,north,false,2023-08-12
24835,42,70458,0.4741,D,east,true,2023-12-20
24836,33,52974,0.4811,E,south,true,2023-11-13
24837,52,100526,0.4663,D,west,true,2023-07-13
24838,46,62321,0.4206,A,south,false,2023-08-10
24839,27,64417,0.6126,E,north,false,2023-02-14
24840,33,50361,0.6221,A,north,false,2023-11-22
24841,50,26926,0.2190,B,south,true,2023-03-02
24842,62,40620,0.2911,B,south,true,2023-02-09
24843,46,72555,0.4289,D,north,false,2023-08-26
24844,18,67201,0.6538,C,east,false,2023-07-21
24845,49,79211,0.7192,B,east,false,2023-06-14
24846,45,40714,0.6751,C,south,false,2023-09-17
24847,36,56677,0.5129,E,north,true,2023-07-08
24848,56,26660,0.7645,C,south,true,2023-10-23
24849,44,60789,0.4214,A,south,true,2023-12-15
24850,50,40567,0.4093,A,west,true,2023-02-03
24851,46,61565,0.3271,E,west,true,2023-03-22
24852,59,93519,0.2860,A,south,false,2023-12-03
24853,24,45873,0.4779,B,south,false,2023-02-20
24854,37,54940,0.3649,A,north,false,2023-02-15
24855,36,50827,0.4204,C,east,true,2023-12-27
24856,27,68747,0.7236,E,north,false,2023-12-18
24857,53,16738,0.7753,E,north,true,2023-11-15
24858,40,53584,0.6870,A,south,false,2023-10-03
24859,29,44968,0.3394,D,south,true,2023-10-18
24860,40,75973,0.5475,D,west,true,2023-07-22
24861,56,37665,0.5254,B,west,false,2023-06-25
24862,56,90129,0.4652,D,west,false,2023-07-04
24863,47,63020,0.4653,D,east,false,2023-09-15
24864,50,71114,0.5844,B,north,false,2023-10-12
24865,54,54299,0.6867,A,east,false,2023-11-02
24866,47,49239,0.3783,B,north,false,2023-12-16
24867,45,77490,0.7994,C,south,true,2023-04-07
24868,29,55307,0.4686,D,north,true,2023-10-14
24869,28,49097,0.4437,A,north,false,2023-06-11
24870,42,44184,0.3943,B,east,true,2023-05-19
24871,45,75340,0.4284,B,east,false,2023-06-25
24872,62,85124,0.5468,D,south,false,2023-05-13
24873,40,53539,0.3293,B,west,false,2023-10-14
24874,18,115746,0.4460,D,west,true,2023-04-27
24875,47,72935,0.7200,B,west,true,2023-06-14
24876,42,51140,0.4635,E,south,false,2023-01-21
24877,28,58601,0.5347,C,west,false,2023-09-25
24878,60,75088,0.5725,E,north,true,2023-07-23
24879,19,74805,0.7285,D,west,true,2023-09-17
24880,39,75486,0.3407,E,south,false,2023-11-14
24881,39,61033,0.2822,A,east,false,2023-06-15
24882,59,85866,0.3875,D,west,true,2023-07-16
24883,52,77694,0.2465,B,west,false,2023-07-18
24884,50,51123,0.5211,B,east,true,2023-04-05
24885,42,84698,0.5709,A,west,false,2023-07-12
24886,46,63682,0.5802,A,north,true,2023-12-08
24887,24,41311,0.8800,A,north,false,2023-07-26
24888,46,26831,0.3842,E,east,true,2023-06-09
24889,27,61018,0.4182,D,west,true,2023-01-07
24890,28,66348,0.6832,A,west,true,2023-06-24
24891,42,44463,0.4733,D,south,false,2023-02-28
24892,65,53603,0.1248,A,east,true,2023-09-06
24893,42,71039,0.4048,A,north,false,2023-01-07
24894,34,56648,0.5270,C,north,true,2023-04-03
24895,54,58886,0.5363,C,east,true,2023-07-21
24896,32,59989,0.4324,D,north,true,2023-09-01
24897,19,43515,0.6567,B,north,false,2023-03-24
24898,35,41610,0.5916,E,east,false,2023-06-25
24899,52,59895,0.3287,D,east,true,2023-07-28
24900,43,48727,0.4171,C,south,true,2023-05-11
24901,37,75771,0.2823,A,east,false,2023-05-23
24902,18,63564,0.5179,B,east,true,2023-11-08
24903,50,62301,0.6907,B,south,true,2023-11-15
24904,58,31580,0.6243,B,east,true,2023-09-17
24905,43,,0.6372,C,west,true,2023-06-15
24906,37,81757,0.5424,C,east,true,2023-11-17
24907,39,67997,0.3634,C,south,false,2023-05-06
24908,55,75250,0.3136,A,west,false,2023-07-23
24909,44,44131,0.7284,C,east,false,2023-11-23
24910,49,35558,0.4338,D,south,false,2023-10-26
24911,73,80335,0.4334,C,south,false,2023-01-05
24912,30,49688,0.8337,D,west,false,2023-02-17
24913,27,61110,0.3028,C,north,true,2023-06-04
24914,31,50904,0.4380,C,east,false,2023-01-19
24915,27,62727,0.5363,A,south,true,2023-06-20
24916,52,33739,0.6426,A,north,true,2023-10-05
24917,61,54783,0.7516,D,north,false,2023-12-08
24918,43,26248,0.6121,D,east,true,2023-09-26
24919,60,79075,0.4957,B,west,false,2023-07-16
24920,35,50848,0.5999,B,north,true,2023-09-28
24921,32,81061,0.2979,A,north,false,2023-03-16
24922,32,68557,0.5512,B,north,false,2023-08-13
24923,62,74298,0.3380,B,west,false,2023-06-12
24924,18,64138,0.6358,E,south,false,2023-01-07
24925,52,58792,0.5798,B,west,true,2023-06-23
24926,49,18699,0.4370,A,east,true,2023-10-18
24927,18,40244,0.7345,D,west,true,2023-10-02
24928,41,64743,0.5651,C,east,true,2023-11-11
24929,36,58328,0.3915,A,east,false,2023-06-27
24930,42,75051,0.7201,D,south,false,2023-09-05
24931,46,58688,0.3229,C,east,false,2023-08-19
24932,22,80773,0.3370,C,west,false,2023-10-12
24933,51,,0.6084,C,east,true,2023-05-22
24934,42,41649,0.3289,D,north,false,2023-01-22
24935,47,575788,0.6640,A,east,false,2023-06-25
24936,47,24171,0.5728,A,east,false,2023-01-28
24937,24,57124,0.6727,D,east,false,2023-06-02
24938,27,83694,0.4231,E,south,true,2023-09-19
24939,34,55565,0.4444,C,east,false,2023-02-23
24940,25,50422,0.7687,C,south,false,2023-08-10
24941,44,61626,0.8994,C,east,true,2023-07-13
24942,61,50211,0.3970,C,south,false,2023-04-17
24943,33,45728,0.6322,E,south,false,2023-07-16
24944,36,81972,0.5813,B,west,false,2023-02-27
24945,54,71011,0.4762,A,south,true,2023-08-08
24946,35,50062,0.3295,A,east,false,2023-07-07
24947,46,69651,0.3179,A,south,true,2023-06-13
24948,25,72950,0.4577,C,north,true,2023-02-08
24949,48,42107,0.5416,D,north,true,2023-03-19
24950,49,32765,0.2923,D,west,true,2023-08-14
24951,52,48159,0.4782,C,south,false,2023-01-04
24952,58,76101,0.5045,D,east,false,2023-06-24
24953,57,83761,0.4308,A,south,true,2023-09-27
24954,35,56462,0.4093,C,east,false,2023-11-18
24955,41,49224,0.3022,E,west,false,2023-02-01
24956,54,68210,0.6165,E,east,false,2023-05-18
24957,36,67007,0.4746,B,east,false,2023-08-18
24958,23,61885,0.4589,C,west,true,2023-02-14
24959,37,32364,0.6271,D,north,true,2023-12-25
24960,29,116420,0.4133,B,west,true,2023-01-27
24961,39,63070,0.4372,E,west,true,2023-11-24
24962,53,78417,0.6260,A,east,true,2023-03-26
24963,42,27034,0.4236,A,south,false,2023-02-10
24964,37,62146,0.5124,B,west,false,2023-07-04
24965,24,34621,0.7470,E,north,true,2023-09-18
24966,18,56898,0.7772,B,south,false,2023-06-19
24967,64,49478,0.7228,C,north,false,2023-05-16
24968,33,78413,0.3851,D,west,false,2023-12-12
24969,68,58189,0.2042,A,east,false,2023-06-12
24970,45,50068,0.3742,E,west,true,2023-12-06
24971,38,47453,0.7135,E,west,true,2023-12-24
24972,41,89143,0.6745,B,east,true,2023-02-22
24973,18,31092,0.4716,A,north,false,2023-04-15
24974,35,56720,0.4272,B,west,true,2023-03-25
24975,18,52556,0.4542,E,north,false,2023-06-16
24976,49,54374,0.4878,D,west,true,2023-02-02
